,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
74155,20130801X85656,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2013-07-29,"Lombardville, IL",United States,Vmc,0,IL,2013,Midwest,1.0,Personal
74200,20130806X31354,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2013-08-05,"Eden Prairie, MN",United States,Vmc,0,MN,2013,Midwest,2.0,Personal
74201,20130807X14838,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2013-08-05,"Balko, OK",United States,Vmc,1,OK,2013,South,1.0,Personal
74218,20130809X23530,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2013-08-09,"East Haven, CT",United States,Imc,1,CT,2013,Northeast,2.0,Personal
74221,20130813X14833,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-08-09,"Dumas, AR",United States,Vmc,0,AR,2013,South,1.0,Personal
74232,20130811X33918,Airplane,No,Turbo Prop,0.0,1.0,0.0,4.0,2013-08-11,"Westport, MA",United States,Vmc,0,MA,2013,Northeast,5.0,Personal
74241,20130812X64344,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-08-12,"Larchwood, IA",United States,Vmc,0,IA,2013,Midwest,1.0,Personal
74318,20130827X51843,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2013-08-27,"Paris, IL",United States,Vmc,1,IL,2013,Midwest,1.0,Personal
74331,20130930X52055,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-08-28,"Gould, AR",United States,Vmc,0,AR,2013,South,1.0,Personal
74360,20130901X95021,Airplane,No,Turbo Prop,0.0,0.0,0.0,12.0,2013-09-01,"Telluride, CO",United States,Vmc,0,CO,2013,West,12.0,Small
74382,20130916X70045,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-09-04,"Clemville, TX",United States,Vmc,0,TX,2013,South,1.0,Personal
74429,20130927X25443,Airplane,No,Turbo Prop,0.0,1.0,0.0,9.0,2013-09-12,"Austin, TX",United States,Vmc,0,TX,2013,South,10.0,Personal
74455,20130919X04513,Airplane,No,Turbo Prop,0.0,2.0,1.0,0.0,2013-09-19,"Idaho Falls, ID",United States,Vmc,0,ID,2013,West,3.0,Personal
74499,20130930X75500,Airplane,No,Turbo Prop,0.0,2.0,1.0,58.0,2013-09-29,"Reno, NV",United States,Vmc,0,NV,2013,West,61.0,Medium
74506,20130930X32148,Airplane,No,Turbo Fan,4.0,0.0,0.0,0.0,2013-09-30,"Santa Monica, CA",United States,Vmc,1,CA,2013,West,4.0,Personal
74512,20131002X40410,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-10-02,"Wellton, AZ",United States,Vmc,0,AZ,2013,West,1.0,Personal
74537,20131023X52555,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-10-08,"Tallahassee, FL",United States,Vmc,0,FL,2013,South,1.0,Personal
74558,20131114X65953,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2013-10-12,"Lincoln, NE",United States,Vmc,0,NE,2013,Midwest,2.0,Personal
74572,20131016X44304,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2013-10-16,"Wichita, KS",United States,Vmc,0,KS,2013,Midwest,2.0,Personal
74583,20131018X34254,Airplane,No,Turbo Fan,2.0,0.0,0.0,0.0,2013-10-18,"Derby, KS",United States,Vmc,1,KS,2013,Midwest,2.0,Personal
74587,20131121X13345,Airplane,No,Turbo Fan,0.0,0.0,1.0,227.0,2013-10-18,"Houston, TX",United States,Vmc,0,TX,2013,South,228.0,Jumbo
74611,20131030X41232,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-10-21,"Charleston, MS",United States,Vmc,0,MS,2013,South,1.0,Personal
74614,20131022X24004,Airplane,No,Turbo Prop,0.0,0.0,0.0,10.0,2013-10-22,"Wailea, HI",United States,Vmc,0,HI,2013,West,10.0,Personal
74621,20131023X24855,Airplane,No,Turbo Prop,0.0,0.0,0.0,15.0,2013-10-23,"Homer, AK",United States,Vmc,0,AK,2013,West,15.0,Small
74656,20131101X04142,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2013-11-01,"Springdale, AR",United States,Vmc,1,AR,2013,South,2.0,Personal
74660,20131102X10710,Airplane,No,Turbo Jet,0.0,0.0,1.0,0.0,2013-11-01,"Reno, NV",United States,Vmc,0,NV,2013,West,1.0,Personal
74687,20131110X03324,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2013-11-10,"Owasso, OK",United States,Vmc,1,OK,2013,South,1.0,Personal
74723,20131120X80518,Airplane,No,Turbo Fan,4.0,0.0,0.0,0.0,2013-11-20,"Fort Lauderdale, FL",United States,Vmc,1,FL,2013,South,4.0,Personal
74725,20131122X05100,Airplane,No,Turbo Jet,0.0,0.0,0.0,2.0,2013-11-22,"Wichita, KS",United States,Vmc,0,KS,2013,Midwest,2.0,Personal
74726,20131126X92315,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2013-11-22,"Deadhorse, AK",United States,Imc,0,AK,2013,West,3.0,Personal
74730,20131216X31320,Airplane,No,Turbo Prop,0.0,0.0,0.0,6.0,2013-11-24,"Monroe, NC",United States,Vmc,0,NC,2013,South,6.0,Personal
74735,20140106X40632,Airplane,No,Turbo Prop,0.0,0.0,0.0,40.0,2013-11-25,"Philadelphia, PA",United States,Vmc,0,PA,2013,Northeast,40.0,Small
74747,20131130X23954,Airplane,No,Turbo Prop,4.0,0.0,6.0,0.0,2013-11-30,"Saint Marys, AK",United States,Imc,1,AK,2013,West,10.0,Personal
74757,20131204X10556,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2013-12-02,"Walton, IN",United States,Vmc,0,IN,2013,Midwest,3.0,Personal
74759,20131202X13615,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2013-12-03,"Dawsonville, GA",United States,Imc,1,GA,2013,South,1.0,Personal
74761,20131203X94343,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2013-12-03,"La Alianza, PR",United States,Vmc,1,PR,2013,,2.0,Personal
74774,20131210X02431,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2013-12-07,"Albuquerque, NM",United States,Imc,0,NM,2013,West,1.0,Personal
74786,20131214X34904,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2013-12-11,"Eau Claire, WI",United States,Vmc,0,WI,2013,Midwest,2.0,Personal
74790,20131211X33313,Airplane,No,Turbo Prop,1.0,5.0,3.0,0.0,2013-12-12,"Kalaupapa, HI",United States,Vmc,1,HI,2013,West,9.0,Personal
74805,20131217X20444,Airplane,No,Turbo Fan,2.0,0.0,0.0,0.0,2013-12-18,"Atlanta, GA",United States,Vmc,1,GA,2013,South,2.0,Personal
74853,20140109X32656,Airplane,No,Turbo Fan,0.0,0.0,0.0,180.0,2014-01-04,"Las Vegas, NV",United States,Vmc,0,NV,2014,West,180.0,Large
74856,20140106X95024,Airplane,No,Turbo Fan,1.0,0.0,2.0,0.0,2014-01-05,"Aspen, CO",United States,Vmc,1,CO,2014,West,3.0,Personal
74868,20140110X14059,Airplane,No,Turbo Fan,0.0,0.0,1.0,144.0,2014-01-09,"Nashville, TN",United States,Vmc,0,TN,2014,South,145.0,Large
74875,20140124X12740,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2014-01-12,"Wheeling, IL",United States,Vmc,0,IL,2014,Midwest,0.0,Personal
74877,20140112X11328,Airplane,No,Turbo Fan,0.0,0.0,0.0,131.0,2014-01-13,"Branson, MO",United States,Vmc,0,MO,2014,Midwest,131.0,Large
74880,20140121X24842,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2014-01-14,"Savannah, GA",United States,Vmc,0,GA,2014,South,2.0,Personal
74901,20140123X30007,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2014-01-23,"Tulsa, OK",United States,Vmc,0,OK,2014,South,3.0,Personal
74918,20140127X12213,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2014-01-27,"Columbia, CA",United States,Vmc,0,CA,2014,West,2.0,Personal
74920,20140128X51154,Airplane,No,Turbo Prop,0.0,0.0,0.0,0.0,2014-01-27,"Point Loma, CA",United States,Vmc,0,CA,2014,West,0.0,Personal
74929,20140203X35035,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2014-01-31,"Springfield, IL",United States,Imc,0,IL,2014,Midwest,5.0,Personal
74930,20140203X35450,Airplane,No,Turbo Fan,0.0,0.0,0.0,144.0,2014-01-31,"Atlanta, GA",United States,Vmc,0,GA,2014,South,144.0,Large
74935,20140203X00647,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2014-02-03,"Bellevue, TN",United States,Imc,1,TN,2014,South,4.0,Personal
74936,20140203X03851,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2014-02-03,"Ft. Lauderdale, FL",United States,Vmc,0,FL,2014,South,4.0,Personal
74941,20140204X20036,Airplane,No,Turbo Fan,0.0,0.0,0.0,7.0,2014-02-04,"Elk City, OK",United States,Imc,0,OK,2014,South,7.0,Personal
74945,20140211X00047,Airplane,No,Turbo Jet,0.0,0.0,0.0,44.0,2014-02-05,"Memphis, TN",United States,Imc,0,TN,2014,South,44.0,Small
74986,20140219X30611,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2014-02-19,"Pearland, TX",United States,Imc,1,TX,2014,South,1.0,Personal
75000,20140310X12023,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2014-02-23,"Alabaster, AL",United States,Vmc,0,AL,2014,South,5.0,Personal
75029,20140507X51410,Airplane,No,Turbo Fan,0.0,0.0,1.0,186.0,2014-03-05,"San Diego, CA",United States,Vmc,0,CA,2014,West,187.0,Large
75055,20140506X00214,Airplane,No,Turbo Fan,0.0,0.0,0.0,7.0,2014-03-13,"Rochester, NY",United States,Vmc,0,NY,2014,Northeast,7.0,Personal
75056,20140314X21725,Airplane,No,Turbo Fan,0.0,0.0,0.0,154.0,2014-03-13,"Philadelphia, PA",United States,Vmc,0,PA,2014,Northeast,154.0,Large
75066,20140320X34640,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2014-03-16,"Zephyrhills, FL",United States,Vmc,0,FL,2014,South,2.0,Personal
75068,20140320X53321,Airplane,No,Turbo Fan,0.0,0.0,1.0,264.0,2014-03-17,"Seattle, PO",United States,Vmc,0,PO,2014,,265.0,Jumbo
75095,20140322X03239,Airplane,No,Turbo Prop,5.0,0.0,0.0,0.0,2014-03-22,"Ridgway, CO",United States,Vmc,1,CO,2014,West,5.0,Personal
75114,20140327X84223,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2014-03-26,"Traverse City, MI",United States,Vmc,0,MI,2014,Midwest,4.0,Personal
75162,20140409X15543,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2014-04-08,"Kwethluk, AK",United States,Vmc,1,AK,2014,West,2.0,Personal
75181,20140417X01048,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-04-12,"Blountstown, FL",United States,Vmc,0,FL,2014,South,1.0,Personal
75215,20140422X54949,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2014-04-22,"Garfield, KS",United States,Vmc,1,KS,2014,Midwest,1.0,Personal
75233,20140513X45913,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2014-04-26,"Port Orange, FL",United States,Vmc,0,FL,2014,South,3.0,Personal
75282,20140610X80333,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2014-05-05,"Rock Springs, WY",United States,Vmc,0,WY,2014,West,2.0,Personal
75294,20140512X01035,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2014-05-09,"Warrenton, VA",United States,Vmc,0,VA,2014,South,2.0,Personal
75296,20140513X35019,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2014-05-09,"Columbus, OH",United States,Vmc,0,OH,2014,Midwest,4.0,Personal
75316,20140515X92350,Airplane,No,Turbo Fan,0.0,0.0,0.0,166.0,2014-05-12,"Boston, MA",United States,Vmc,0,MA,2014,Northeast,166.0,Large
75320,20140522X90227,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-05-13,"Biggs, CA",United States,Vmc,0,CA,2014,West,1.0,Personal
75330,20140603X83103,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-05-15,"Aniak, AK",United States,Vmc,0,AK,2014,West,1.0,Personal
75348,20140521X71202,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-05-21,"Warren, VT",United States,Vmc,0,VT,2014,Northeast,1.0,Personal
75350,20140522X23743,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-05-21,"Medicine Lake, MT",United States,Vmc,0,MT,2014,West,1.0,Personal
75381,20140528X35925,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-05-24,"Hunter, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75400,20140527X40952,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2014-05-27,"Gueydan, LA",United States,Vmc,1,LA,2014,South,1.0,Personal
75407,20140529X04134,Airplane,No,Turbo Jet,0.0,0.0,0.0,45.0,2014-05-28,"Traverse City, MI",United States,Vmc,0,MI,2014,Midwest,45.0,Small
75432,20140531X32035,Airplane,No,Turbo Fan,7.0,0.0,0.0,0.0,2014-06-01,"Bedford, MA",United States,Vmc,1,MA,2014,Northeast,7.0,Personal
75439,20140603X24039,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-01,"Middletown, OH",United States,Vmc,0,OH,2014,Midwest,1.0,Personal
75447,20140603X25210,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2014-06-03,"Dayton, TN",United States,Vmc,0,TN,2014,South,1.0,Personal
75480,20140610X63015,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-07,"Wilmont, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75482,20140618X03428,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-07,"Oneida, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75510,20140613X91656,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2014-06-13,"White Plains, NY",United States,Imc,1,NY,2014,Northeast,1.0,Personal
75511,20140616X13250,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-13,"Princeton, CA",United States,Vmc,0,CA,2014,West,1.0,Personal
75531,20140618X03849,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2014-06-16,"Dell, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75547,20140618X63251,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2014-06-18,"Huntsville, AL",United States,Vmc,1,AL,2014,South,3.0,Personal
75548,20140618X90820,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2014-06-18,"Lehman, TX",United States,Vmc,1,TX,2014,South,3.0,Personal
75549,20140619X05854,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-18,"Lake City, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75560,20140623X93408,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-19,"Beech Grove, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
75565,20140620X20838,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2014-06-20,"Egegik, AK",United States,Vmc,0,AK,2014,West,1.0,Personal
75582,20140624X04202,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2014-06-21,"Newport, AR",United States,Vmc,0,AR,2014,South,1.0,Personal
