,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
64547,20080527X00726,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2008-05-17,"Hudson, CO",United States,Vmc,0,CO,2008,West,1.0,Personal
64573,20080616X00868,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-05-22,"Burnsville, NC",United States,Vmc,0,NC,2008,South,1.0,Personal
64578,20080530X00758,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-05-23,"Billings, MT",United States,Imc,1,MT,2008,West,1.0,Personal
64612,20080803X01145,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-05-27,"Des Arc, AR",United States,Vmc,0,AR,2008,South,1.0,Personal
64613,20081003X16303,Airplane,No,Turbo Fan,0.0,0.0,1.0,24.0,2008-05-27,"Dallas, TX",United States,Vmc,0,TX,2008,South,25.0,Small
64631,20080606X00804,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2008-05-30,"Tacoma, WA",United States,Vmc,0,WA,2008,West,2.0,Personal
64642,20080605X00794,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-06-01,"Greensburg, IN",United States,Vmc,0,IN,2008,Midwest,1.0,Personal
64658,20080611X00836,Airplane,No,Turbo Prop,1.0,2.0,0.0,0.0,2008-06-03,"Iowa City, IA",United States,Vmc,1,IA,2008,Midwest,3.0,Personal
64664,20080612X00845,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2008-06-05,"Chicago, IL",United States,Vmc,0,IL,2008,Midwest,4.0,Personal
64675,20080717X01059,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2008-06-06,"Norfork, VA",United States,Vmc,0,VA,2008,South,5.0,Personal
64714,20080820X01270,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-06-12,"Muscle Shoals, AL",United States,Vmc,0,AL,2008,South,1.0,Personal
64715,20080905X01382,Airplane,No,Turbo Jet,0.0,0.0,0.0,2.0,2008-06-12,"Bay City, TX",United States,Vmc,0,TX,2008,South,2.0,Personal
64727,20080703X00974,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2008-06-14,"Raymond, PA",United States,Vmc,0,PA,2008,Northeast,3.0,Personal
64749,20080624X00899,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2008-06-18,"O'Kean, AR",United States,Vmc,0,AR,2008,South,1.0,Personal
64751,20080702X00969,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-06-18,"Hyannis, MA",United States,Vmc,1,MA,2008,Northeast,1.0,Personal
64759,20080624X00900,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-06-20,"Pine Bluff, AR",United States,Vmc,0,AR,2008,South,1.0,Personal
64775,20080627X00939,Airplane,No,Turbo Prop,1.0,0.0,0.0,12.0,2008-06-21,"Bowling Green, MO",United States,Vmc,1,MO,2008,Midwest,13.0,Small
64780,20080702X00967,Airplane,No,Turbo Jet,2.0,0.0,0.0,0.0,2008-06-22,"Millville, NJ",United States,Vmc,1,NJ,2008,Northeast,2.0,Personal
64794,20080626X00919,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-06-24,"Glenn's Ferry, ID",United States,Vmc,1,ID,2008,West,1.0,Personal
64796,20080627X00940,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-06-24,"Bethany, MO",United States,Vmc,0,MO,2008,Midwest,1.0,Personal
64803,20080702X00972,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-06-25,"Baker City, OR",United States,Vmc,0,OR,2008,West,1.0,Personal
64828,20080720X01081,Airplane,No,Turbo Fan,0.0,0.0,0.0,112.0,2008-06-28,"Charlotte, NC",United States,Vmc,0,NC,2008,South,112.0,Large
64837,20080714X01039,Airplane,No,Turbo Prop,0.0,0.0,0.0,15.0,2008-06-29,"Baldwin, WI",United States,Vmc,0,WI,2008,Midwest,15.0,Small
64908,20080808X01189,Airplane,No,Turbo Fan,0.0,0.0,0.0,51.0,2008-07-07,"St. Louis, MO",United States,Vmc,0,MO,2008,Midwest,51.0,Medium
64932,20080811X01213,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-11,"Baton Rouge, LA",United States,Vmc,0,LA,2008,South,1.0,Personal
64942,20080815X01252,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-13,"Alturas, CA",United States,Vmc,0,CA,2008,West,1.0,Personal
64948,20080720X01084,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-07-15,"Kennesaw, GA",United States,Vmc,1,GA,2008,South,1.0,Personal
64953,20080821X01281,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-15,"Kilbourne, IL",United States,Vmc,0,IL,2008,Midwest,1.0,Personal
64955,20080718X01076,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-07-16,"Sunriver, OR",United States,Vmc,1,OR,2008,West,1.0,Personal
64960,20080723X01105,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-07-17,"Rockford, IL",United States,Vmc,0,IL,2008,Midwest,2.0,Personal
64983,20080722X01098,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-07-20,"Deerfield, KS",United States,Vmc,0,KS,2008,Midwest,1.0,Personal
64990,20080731X01134,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2008-07-21,"Salt Lake CIty, UT",United States,Vmc,0,UT,2008,West,2.0,Personal
65012,20080729X01123,Airplane,No,Turbo Fan,0.0,0.0,0.0,99.0,2008-07-24,"Denver, CO",United States,Vmc,0,CO,2008,West,99.0,Medium
65019,20080905X01390,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-24,"Clinton, IL",United States,Vmc,0,IL,2008,Midwest,1.0,Personal
65028,20080822X01289,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-26,"Ambia, IN",United States,Vmc,0,IN,2008,Midwest,1.0,Personal
65046,20080911X01431,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-07-28,"Veedersburg, IN",United States,Vmc,0,IN,2008,Midwest,1.0,Personal
65049,20080812X01218,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2008-07-29,"Anchorage, AK",United States,Vmc,0,AK,2008,West,9.0,Personal
65050,20080822X01295,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-07-29,"Caldwell, ID",United States,Vmc,0,ID,2008,West,1.0,Personal
65054,20080807X01174,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-07-30,"West Chester, PA",United States,Vmc,0,PA,2008,Northeast,2.0,Personal
65061,20080806X01166,Airplane,No,Turbo Fan,8.0,0.0,0.0,0.0,2008-07-31,"Owatonna, MN",United States,Vmc,1,MN,2008,Midwest,8.0,Personal
65097,20080820X01264,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-08-03,"Reading, PA",United States,Vmc,0,PA,2008,Northeast,2.0,Personal
65126,20081003X16340,Airplane,No,Turbo Fan,0.0,0.0,0.0,170.0,2008-08-06,"Las Vegas, NV",United States,Vmc,0,NV,2008,West,170.0,Large
65147,20080919X01503,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2008-08-09,"St Paul, MN",United States,Vmc,0,MN,2008,Midwest,1.0,Personal
65150,20081003X65749,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-09,"Dexter, NM",United States,Vmc,0,NM,2008,West,1.0,Personal
65156,20080911X01435,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-10,"Turton, SD",United States,Vmc,0,SD,2008,Midwest,1.0,Personal
65174,20081003X17834,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-13,"Tunica, MS",United States,Vmc,0,MS,2008,South,1.0,Personal
65183,20080903X01365,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-14,"Jasper, TX",United States,Vmc,0,TX,2008,South,1.0,Personal
65185,20081003X17330,Airplane,No,Turbo Fan,0.0,0.0,0.0,36.0,2008-08-14,"St. Louis, MO",United States,Vmc,0,MO,2008,Midwest,36.0,Small
65194,20080822X01296,Airplane,No,Turbo Fan,0.0,0.0,0.0,311.0,2008-08-16,"San Francisco, CA",United States,Vmc,0,CA,2008,West,311.0,Jumbo
65201,20080916X01473,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-16,"Luverne, MN",United States,Vmc,0,MN,2008,Midwest,1.0,Personal
65205,20080826X01314,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-08-17,"Morton, MS",United States,Vmc,1,MS,2008,South,1.0,Personal
65213,20080917X01480,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-08-18,"Hazelton, ID",United States,Vmc,0,ID,2008,West,1.0,Personal
65222,20080905X01387,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2008-08-20,"Baltimore, MD",United States,Vmc,0,MD,2008,South,4.0,Personal
65237,20080904X01375,Airplane,No,Turbo Prop,10.0,0.0,0.0,0.0,2008-08-22,"Moab, UT",United States,Vmc,1,UT,2008,West,10.0,Personal
65242,20081003X42123,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-08-22,"Satartia, MS",United States,Vmc,0,MS,2008,South,1.0,Personal
65246,20080919X01498,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-23,"Nielsville, MN",United States,Vmc,0,MN,2008,Midwest,1.0,Personal
65263,20080918X01490,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-26,"Clarksdale, MS",United States,Vmc,0,MS,2008,South,1.0,Personal
65268,20080909X01419,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-08-27,"Meeker, CO",United States,Vmc,0,CO,2008,West,1.0,Personal
65298,20080910X01425,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-08-31,"Carlsbad, NM",United States,Vmc,0,NM,2008,West,1.0,Personal
65307,20080909X01418,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2008-09-01,"Columbus, OH",United States,Vmc,1,OH,2008,Midwest,3.0,Personal
65315,20081007X93820,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-09-01,"Telluride, CO",United States,Vmc,0,CO,2008,West,2.0,Personal
65316,20081015X23037,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-09-01,"Uvalde, TX",United States,Vmc,0,TX,2008,South,1.0,Personal
65318,20080905X01397,Airplane,No,Turbo Jet,3.0,0.0,0.0,0.0,2008-09-02,"Reno, NV",United States,Vmc,1,NV,2008,West,3.0,Personal
65344,20080915X01465,Airplane,No,Turbo Prop,0.0,0.0,0.0,6.0,2008-09-07,"St. Louis, MO",United States,Vmc,0,MO,2008,Midwest,6.0,Personal
65404,20081007X93755,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-09-18,"Patterson, LA",United States,Vmc,0,LA,2008,South,1.0,Personal
65416,20081003X16308,Airplane,No,Turbo Fan,4.0,0.0,2.0,0.0,2008-09-20,"Columbia, SC",United States,Vmc,1,SC,2008,South,6.0,Personal
65438,20081004X12024,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2008-09-25,"Bridgewater, VA",United States,Vmc,0,VA,2008,South,2.0,Personal
65468,20081004X12042,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-09-30,"Santa Fe, NM",United States,Vmc,1,NM,2008,West,1.0,Personal
65508,20081009X70534,Airplane,No,Turbo Prop,0.0,1.0,0.0,17.0,2008-10-08,"Bethel, AK",United States,Vmc,0,AK,2008,West,18.0,Small
65558,20081027X75039,Airplane,No,Turbo Fan,0.0,0.0,0.0,162.0,2008-10-20,"Phoenix, AZ",United States,Vmc,0,AZ,2008,West,162.0,Large
65606,20081104X31228,Airplane,No,Turbo Prop,0.0,2.0,0.0,0.0,2008-11-02,"Toksook Bay, AK",United States,Vmc,0,AK,2008,West,2.0,Personal
65621,20081107X13829,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2008-11-07,"Sierra Vista, AZ",United States,Vmc,0,AZ,2008,West,7.0,Personal
65626,20081110X15316,Airplane,No,Turbo Fan,0.0,0.0,0.0,51.0,2008-11-07,"Salt Lake City, UT",United States,Vmc,0,UT,2008,West,51.0,Medium
65646,20081113X44221,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-11-12,"Los Angeles, CA",United States,Vmc,0,CA,2008,West,2.0,Personal
65660,20081116X33137,Airplane,No,Turbo Prop,0.0,0.0,0.0,38.0,2008-11-16,"Philadelphia, PA",United States,Vmc,0,PA,2008,Northeast,38.0,Small
65688,20081123X12804,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2008-11-23,"Marshfield, WI",United States,Vmc,1,WI,2008,Midwest,3.0,Personal
65695,20090102X71942,Airplane,No,Turbo Jet,0.0,0.0,0.0,5.0,2008-11-24,"Asheville, NC",United States,Vmc,0,NC,2008,South,5.0,Personal
65701,20081201X44308,Airplane,No,Turbo Fan,0.0,0.0,0.0,263.0,2008-11-26,"Bozeman, MT",United States,Vmc,0,MT,2008,West,263.0,Jumbo
65717,20081203X44941,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2008-12-03,"Rio Grande, PR",United States,Imc,1,PR,2008,,3.0,Personal
65719,20081216X41655,Airplane,No,Turbo Fan,0.0,0.0,0.0,57.0,2008-12-03,"Madison, WI",United States,Imc,0,WI,2008,Midwest,57.0,Medium
65730,20081208X52321,Airplane,No,Turbo Prop,0.0,1.0,0.0,12.0,2008-12-07,"Homestead, FL",United States,Vmc,0,FL,2008,South,13.0,Small
65735,20081209X62829,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2008-12-09,"Millington, TN",United States,Vmc,0,TN,2008,South,1.0,Personal
65738,20081215X14936,Airplane,No,Turbo Jet,0.0,0.0,0.0,153.0,2008-12-11,"Greer, SC",United States,Vmc,0,SC,2008,South,153.0,Large
65747,20081214X12133,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2008-12-14,"Rocksprings, TX",United States,Vmc,1,TX,2008,South,1.0,Personal
65748,20081215X12122,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2008-12-14,"Gary, IN",United States,Vmc,0,IN,2008,Midwest,3.0,Personal
65750,20081215X93019,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2008-12-14,"Philadelphia, PA",United States,Vmc,0,PA,2008,Northeast,3.0,Personal
65753,20081217X83220,Airplane,No,Turbo Fan,0.0,0.0,0.0,32.0,2008-12-16,"Chicago, IL",United States,Vmc,0,IL,2008,Midwest,32.0,Small
65754,20081223X91642,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-12-16,"Dinuba, CA",United States,Vmc,0,CA,2008,West,1.0,Personal
65772,20081223X70710,Airplane,No,Turbo Fan,0.0,88.0,0.0,0.0,2008-12-20,"Sitka, AK",United States,Vmc,0,AK,2008,West,88.0,Medium
65779,20090505X41523,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2008-12-21,"Jamestown, NY",United States,Imc,0,NY,2008,Northeast,2.0,Personal
65783,20081224X95803,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2008-12-23,"Lewistown, MO",United States,Vmc,0,MO,2008,Midwest,4.0,Personal
65785,20090102X60836,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2008-12-23,"Rockford, IL",United States,Vmc,0,IL,2008,Midwest,3.0,Personal
65786,20090105X93800,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2008-12-23,"Clovis, NM",United States,Vmc,0,NM,2008,West,4.0,Personal
65788,20081224X25658,Airplane,No,Turbo Jet,0.0,0.0,0.0,141.0,2008-12-24,"Seattle, WA",United States,Imc,0,WA,2008,West,141.0,Large
65795,20081229X80551,Airplane,No,Turbo Fan,0.0,0.0,0.0,129.0,2008-12-26,"Los Angeles Intl Airport, CA",United States,Vmc,0,CA,2008,West,129.0,Large
65796,20081228X24007,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2008-12-27,"Rock Springs, WY",United States,Vmc,0,WY,2008,West,1.0,Personal
65799,20081229X40417,Airplane,No,Turbo Fan,0.0,0.0,1.0,76.0,2008-12-27,"Kansas City, MO",United States,Vmc,0,MO,2008,Midwest,77.0,Medium
65802,20081228X25156,Airplane,No,Turbo Fan,0.0,0.0,0.0,352.0,2008-12-28,"Seattle, WA",United States,Vmc,0,WA,2008,West,352.0,Jumbo
65824,20090114X61852,Airplane,No,Turbo Fan,0.0,0.0,0.0,53.0,2008-12-31,"New York, NY",United States,Imc,0,NY,2008,Northeast,53.0,Medium
65829,20090105X22709,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2009-01-02,"Philadelphia, MS",United States,Imc,1,MS,2009,South,1.0,Personal
65834,20090104X34242,Airplane,No,Turbo Fan,0.0,1.0,0.0,1.0,2009-01-03,"Telluride, CO",United States,Imc,0,CO,2009,West,2.0,Personal
65838,20090106X42651,Airplane,No,Turbo Fan,0.0,0.0,0.0,7.0,2009-01-04,"Wilmington, NC",United States,Imc,0,NC,2009,South,7.0,Personal
65858,20090111X45527,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2009-01-11,"Hayden, CO",United States,Imc,1,CO,2009,West,2.0,Personal
65860,20090112X04701,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-01-12,"Milton, FL",United States,Vmc,0,FL,2009,South,1.0,Personal
65871,20090116X02657,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2009-01-15,"Wray, CO",United States,Imc,1,CO,2009,West,3.0,Personal
65904,20090127X92950,Airplane,No,Turbo Prop,0.0,1.0,1.0,0.0,2009-01-27,"Lubbock, TX",United States,Imc,0,TX,2009,South,2.0,Personal
65933,20090204X22909,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-02-04,"Mojave, CA",United States,Vmc,0,CA,2009,West,2.0,Personal
65934,20090205X02110,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-02-04,"Aspen, CO",United States,Vmc,0,CO,2009,West,2.0,Personal
65960,20090213X13613,Airplane,No,Turbo Prop,49.0,0.0,0.0,0.0,2009-02-13,"Clarence Center, NY",United States,Vmc,1,NY,2009,Northeast,49.0,Small
65961,20090214X61509,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-02-14,"Kotzebue, AK",United States,Imc,0,AK,2009,West,2.0,Personal
65967,20090216X03720,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-02-16,"Soldotna, AK",United States,Vmc,0,AK,2009,West,2.0,Personal
65979,20090220X64906,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-02-19,"Sierra Vista, AZ",United States,Vmc,0,AZ,2009,West,2.0,Personal
65991,20090223X03403,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2009-02-21,"Salt Lake City, UT",United States,Vmc,0,UT,2009,West,4.0,Personal
65999,20090223X12126,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-02-23,"Pueblo, CO",United States,Vmc,0,CO,2009,West,1.0,Personal
66003,20090225X40933,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2009-02-24,"Kansas City, MO",United States,Vmc,0,MO,2009,Midwest,2.0,Personal
66050,20090309X15351,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-03-06,"Harrold, SD",United States,Vmc,0,SD,2009,Midwest,1.0,Personal
66068,20090309X54240,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-03-09,"Belmar, NJ",United States,Imc,0,NJ,2009,Northeast,2.0,Personal
66096,20090318X54258,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2009-03-17,"Casper, WY",United States,Vmc,0,WY,2009,West,4.0,Personal
66123,20090322X90442,Airplane,No,Turbo Prop,14.0,0.0,0.0,0.0,2009-03-22,"Butte, MT",United States,Vmc,1,MT,2009,West,14.0,Small
66124,20090323X04014,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2009-03-22,"Ville Platte, LA",United States,Vmc,0,LA,2009,South,1.0,Personal
66129,20090325X03924,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2009-03-23,"Henderson, NV",United States,Vmc,0,NV,2009,West,4.0,Personal
66150,20090401X82602,Airplane,No,Turbo Jet,0.0,0.0,1.0,136.0,2009-03-28,"Atlanta, GA",United States,Imc,0,GA,2009,South,137.0,Large
66151,20090330X10504,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2009-03-29,"Salt Lake City, UT",United States,Vmc,0,UT,2009,West,3.0,Personal
66152,20090329X04124,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-03-29,"Dade City, FL",United States,Vmc,0,FL,2009,South,1.0,Personal
66199,20090413X22431,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-04-09,"Cove, OR",United States,Vmc,0,OR,2009,West,1.0,Personal
66214,20090413X62630,Airplane,No,Turbo Prop,1.0,0.0,0.0,4.0,2009-04-12,"Fort Myers, FL",United States,Vmc,1,FL,2009,South,5.0,Personal
66215,20090416X84034,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-04-12,"Plattsburgh, NY",United States,Vmc,0,NY,2009,Northeast,2.0,Personal
66248,20090421X81417,Airplane,No,Turbo Jet,0.0,3.0,1.0,105.0,2009-04-18,"McAllen, TX",United States,Vmc,0,TX,2009,South,109.0,Large
66260,20090424X50554,Airplane,No,Turbo Fan,0.0,0.0,0.0,220.0,2009-04-20,"New York, NY",United States,Vmc,0,NY,2009,Northeast,220.0,Jumbo
66262,20090422X95319,Airplane,No,Turbo Prop,0.0,0.0,0.0,17.0,2009-04-21,"Phoenix, AZ",United States,Vmc,0,AZ,2009,West,17.0,Small
66264,20090427X62717,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-04-21,"Frederick, MD",United States,Vmc,0,MD,2009,South,1.0,Personal
66287,20090506X03641,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-04-24,"Novato, CA",United States,Vmc,0,CA,2009,West,2.0,Personal
66329,20090505X04553,Airplane,No,Turbo Fan,0.0,4.0,0.0,150.0,2009-05-04,"Denver, CO",United States,Vmc,0,CO,2009,West,154.0,Large
66332,20090507X35030,Airplane,No,Turbo Jet,0.0,0.0,0.0,2.0,2009-05-05,"Stillwater, OK",United States,Imc,0,OK,2009,South,2.0,Personal
66333,20090505X32323,Airplane,No,Turbo Prop,0.0,0.0,1.0,1.0,2009-05-06,"Marysville, CA",United States,Vmc,0,CA,2009,West,2.0,Personal
66336,20090507X00926,Airplane,No,Turbo Fan,0.0,11.0,1.0,168.0,2009-05-06,"Baltimore, MD",United States,Vmc,0,MD,2009,South,180.0,Large
66347,20090514X11858,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-05-08,"Lisse, TX",United States,Vmc,0,TX,2009,South,1.0,Personal
66376,20090513X31333,Airplane,No,Turbo Fan,0.0,2.0,0.0,51.0,2009-05-13,"Houston, TX",United States,Vmc,0,TX,2009,South,53.0,Medium
66382,20090515X00653,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2009-05-14,"Monroe, LA",United States,Vmc,0,LA,2009,South,1.0,Personal
66392,20090526X60215,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2009-05-15,"Charleston, MO",United States,Vmc,0,MO,2009,Midwest,1.0,Personal
66418,20090527X25328,Airplane,No,Turbo Fan,0.0,4.0,1.0,263.0,2009-05-20,"San Juan, PR",United States,Vmc,0,PR,2009,,268.0,Jumbo
66430,20090526X53909,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-05-22,"DeWitt, AR",United States,Vmc,0,AR,2009,South,1.0,Personal
66440,20090528X11954,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-05-23,"Robbins, CA",United States,Vmc,0,CA,2009,West,1.0,Personal
66450,20090525X51624,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2009-05-25,"Yeehaw Junction, FL",United States,Vmc,0,FL,2009,South,4.0,Personal
66464,20090601X10341,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2009-05-29,"Charlotte, NC",United States,Vmc,0,NC,2009,South,0.0,Personal
66465,20090601X22459,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-05-29,"Mendota, IL",United States,Vmc,0,IL,2009,Midwest,1.0,Personal
66499,20090612X13814,Airplane,No,Turbo Fan,0.0,0.0,0.0,163.0,2009-06-03,"Cleveland, OH",United States,Vmc,0,OH,2009,Midwest,163.0,Large
66503,20090707X53355,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2009-06-05,"Sellersburg, IN",United States,Vmc,0,IN,2009,Midwest,3.0,Personal
66510,20090606X60709,Airplane,No,Turbo Jet,0.0,0.0,1.0,0.0,2009-06-06,"Rochester, NY",United States,Vmc,0,NY,2009,Northeast,1.0,Personal
66541,20090611X13753,Airplane,No,Turbo Fan,0.0,0.0,0.0,22.0,2009-06-11,"Atlanta, GA",United States,Vmc,0,GA,2009,South,22.0,Small
66547,20090612X14538,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2009-06-12,"Bridgeport, CT",United States,Imc,0,CT,2009,Northeast,7.0,Personal
66554,20090616X40738,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-06-12,"Trumann, AR",United States,Vmc,0,AR,2009,South,1.0,Personal
66561,20090614X25335,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-06-13,"Orange, VA",United States,Vmc,0,VA,2009,South,1.0,Personal
66574,20090615X92914,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-06-14,"Magee, MS",United States,Vmc,0,MS,2009,South,1.0,Personal
66582,20090625X71751,Airplane,No,Turbo Prop,0.0,4.0,1.0,0.0,2009-06-15,"Rapid City, SD",United States,Vmc,0,SD,2009,Midwest,5.0,Personal
66590,20090618X45204,Airplane,No,Turbo Fan,0.0,0.0,0.0,1.0,2009-06-17,"Arlington, WA",United States,Vmc,0,WA,2009,West,1.0,Personal
66649,20090625X74714,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-06-25,"St. Louis, MO",United States,Vmc,0,MO,2009,Midwest,2.0,Personal
66659,20090806X31035,Airplane,No,Turbo Prop,0.0,0.0,0.0,66.0,2009-06-26,"Cleveland, OH",United States,Vmc,0,OH,2009,Midwest,66.0,Medium
66679,20090701X62442,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-06-30,"Knobel, AR",United States,Vmc,0,AR,2009,South,1.0,Personal
66683,20090702X60156,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2009-07-01,"Ainsworth, IA",United States,Vmc,0,IA,2009,Midwest,1.0,Personal
66706,20090704X90904,Airplane,No,Turbo Jet,2.0,0.0,0.0,0.0,2009-07-04,"Tehachapi, CA",United States,Vmc,1,CA,2009,West,2.0,Personal
66715,20090706X00147,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2009-07-05,"Raphine, VA",United States,Imc,1,VA,2009,South,4.0,Personal
66748,20090712X90247,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-07-10,"Reydell, AR",United States,Vmc,0,AR,2009,South,1.0,Personal
